ID Giao Dịch,Ngày,Chi Nhánh,Khu Vực,Nhân Viên,Khách Hàng,Tuổi,Giới Tính,Địa Chỉ,Hãng Xe,Tên Xe,Loại Xe,Màu Sắc,Giá Niêm Yết,Nguồn Khách,Hình Thức,Dịch Vụ,Khuyến Mãi,Tổng Cộng
KHB-XM-000901,10/06/2025,CN Hải Châu,Đà Nẵng,NV_145,Lê Minh,19,Nữ,Đà Nẵng,Yamaha,Yamaha Sirius,Xe số,Đen,19000000,Người quen giới thiệu,Thanh toán chuẩn,"Khung bảo vệ, Bảo hiểm dân sự, Phủ nano, Đăng ký xe",500000,20300000
KHB-XM-000902,20/11/2025,CN Hoàn Kiếm,Hà Nội,NV_178,Huỳnh Dũng,18,Nữ,Hà Nội,Yamaha,Yamaha NVX 155,Tay ga,Vàng,55000000,Website hệ thống,Thanh toán chuẩn,Phủ nano,0,55450000
KHB-XM-000903,06/11/2025,CN Thanh Xuân,Hà Nội,NV_142,Vũ Quân,50,Nữ,Hà Nội,Suzuki,Suzuki Satria F150,Xe côn,Vàng,53500000,Tự tìm kiếm,Trả góp,"Khung bảo vệ, Đăng ký xe, Phủ nano, Dán keo",0,55300000
KHB-XM-000904,28/07/2025,CN Quận 1,TP Hồ Chí Minh,NV_190,Phan Giang,42,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Vàng,48500000,Người quen giới thiệu,Trả góp,Đăng ký xe,0,48950000
KHB-XM-000905,16/12/2025,CN Tân Bình,TP Hồ Chí Minh,NV_143,Hoàng Nam,50,Nữ,TP Hồ Chí Minh,Honda,Honda Wave Alpha,Xe số,Vàng,18500000,Người quen giới thiệu,Trả góp,Đăng ký xe,0,18950000
KHB-XM-000906,09/03/2025,CN Long Biên,Hà Nội,NV_141,Lê Khánh,61,Nữ,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Trắng,28000000,Người quen giới thiệu,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe",500000,28400000
KHB-XM-000907,26/01/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_149,Phan Quân,23,Nam,TP Hồ Chí Minh,Honda,Honda SH 150i ABS,Tay ga,Đen,110000000,Facebook,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe",0,110900000
KHB-XM-000908,22/02/2025,CN Cầu Giấy,Hà Nội,NV_143,Lê An,23,Nam,Hà Nội,Honda,Honda Winner X,Xe côn,Đỏ,46000000,YouTube,Trả góp,"Đăng ký xe, Bảo hiểm dân sự, Phủ nano",0,47350000
KHB-XM-000909,28/03/2025,CN Đống Đa,Hà Nội,NV_136,Phan Chi,51,Nam,Hà Nội,Honda,Honda Lead 125,Tay ga,Xanh dương,40000000,Người quen giới thiệu,Thanh toán chuẩn,"Phủ nano, Dán keo, Bảo hiểm dân sự",0,41350000
KHB-XM-000910,06/08/2025,CN Bình Tân,TP Hồ Chí Minh,NV_111,Hoàng Linh,50,Nữ,TP Hồ Chí Minh,Honda,Honda Blade 110,Xe số,Đỏ,19500000,Tự tìm kiếm,Trả góp,Dán keo,0,19950000
KHB-XM-000911,16/08/2025,CN Thanh Xuân,Hà Nội,NV_178,Vũ Hạnh,19,Nữ,Hà Nội,Yamaha,Yamaha Janus,Tay ga,Đỏ,29500000,Người quen giới thiệu,Trả góp,"Khung bảo vệ, Phủ nano, Bảo hiểm dân sự, Dán keo",0,31300000
KHB-XM-000912,03/01/2025,CN Liên Chiểu,Đà Nẵng,NV_167,Hoàng Khánh,38,Nam,Đà Nẵng,Yamaha,Yamaha Grande,Tay ga,Vàng,46500000,Website hệ thống,Trả góp,Khung bảo vệ,0,46950000
KHB-XM-000913,01/03/2025,CN Quận 10,TP Hồ Chí Minh,NV_178,Nguyễn Khánh,26,Nam,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Xanh dương,55000000,Facebook,Thanh toán chuẩn,"Đăng ký xe, Dán keo, Khung bảo vệ, Phủ nano",0,56800000
KHB-XM-000914,05/01/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_166,Huỳnh Dũng,55,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Raider R150,Xe côn,Vàng,50500000,Facebook,Thanh toán chuẩn,Đăng ký xe,0,50950000
KHB-XM-000915,30/11/2025,CN Hai Bà Trưng,Hà Nội,NV_183,Huỳnh Nam,61,Nam,Hà Nội,Suzuki,Suzuki Raider R150,Xe côn,Đỏ,50500000,YouTube,Thanh toán chuẩn,"Bảo hiểm dân sự, Phủ nano, Khung bảo vệ",0,51850000
KHB-XM-000916,02/12/2025,CN Bình Tân,TP Hồ Chí Minh,NV_166,Trần Quân,21,Nam,TP Hồ Chí Minh,Honda,Honda SH 150i ABS,Tay ga,Trắng,110000000,Facebook,Thanh toán chuẩn,Khung bảo vệ,0,110450000
KHB-XM-000917,22/12/2025,CN Liên Chiểu,Đà Nẵng,NV_187,Phạm Hạnh,39,Nữ,Đà Nẵng,Suzuki,Suzuki Raider R150,Xe côn,Trắng,50500000,Website hệ thống,Trả góp,"Bảo hiểm dân sự, Đăng ký xe, Khung bảo vệ, Dán keo",0,52300000
KHB-XM-000918,19/09/2025,CN Quận 1,TP Hồ Chí Minh,NV_152,Phan Hùng,24,Nam,TP Hồ Chí Minh,Honda,Honda Future 125 FI,Xe số,Trắng,31000000,Người quen giới thiệu,Trả góp,"Đăng ký xe, Phủ nano, Bảo hiểm dân sự, Khung bảo vệ",0,32800000
KHB-XM-000919,08/06/2025,CN Hai Bà Trưng,Hà Nội,NV_128,Nguyễn Nam,31,Nam,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Trắng,28000000,Website hệ thống,Thanh toán chuẩn,Dán keo,0,28450000
KHB-XM-000920,15/11/2025,CN Hải Châu,Đà Nẵng,NV_187,Hoàng Nam,60,Nam,Đà Nẵng,Suzuki,Suzuki Burgman Street,Tay ga,Trắng,49500000,TikTok,Trả góp,"Bảo hiểm dân sự, Đăng ký xe, Dán keo",0,50850000
KHB-XM-000921,24/03/2025,CN Hải Châu,Đà Nẵng,NV_188,Huỳnh Linh,40,Nữ,Đà Nẵng,Honda,Honda Wave Alpha,Xe số,Vàng,18500000,Website hệ thống,Thanh toán chuẩn,"Đăng ký xe, Bảo hiểm dân sự",500000,18900000
KHB-XM-000922,22/07/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_132,Lê Minh,58,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Satria F150,Xe côn,Xám xi măng,53500000,Người quen giới thiệu,Trả góp,Bảo hiểm dân sự,0,53950000
KHB-XM-000923,17/07/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_107,Nguyễn Giang,19,Nữ,TP Hồ Chí Minh,Honda,Honda Future 125 FI,Xe số,Đen,31000000,Website hệ thống,Thanh toán chuẩn,Khung bảo vệ,0,31450000
KHB-XM-000924,10/04/2025,CN Tân Bình,TP Hồ Chí Minh,NV_138,Phạm An,44,Nam,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Vàng,22500000,YouTube,Thanh toán chuẩn,"Khung bảo vệ, Bảo hiểm dân sự",500000,22900000
KHB-XM-000925,12/03/2025,CN Long Biên,Hà Nội,NV_158,Phan An,59,Nữ,Hà Nội,Honda,Honda Wave Alpha,Xe số,Vàng,18500000,Facebook,Thanh toán chuẩn,"Đăng ký xe, Phủ nano, Khung bảo vệ",500000,19350000
KHB-XM-000926,20/07/2025,CN Quận 10,TP Hồ Chí Minh,NV_128,Nguyễn Quân,43,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Trắng,46500000,Website hệ thống,Trả góp,"Đăng ký xe, Bảo hiểm dân sự, Khung bảo vệ",0,47850000
KHB-XM-000927,26/04/2025,CN Quận 10,TP Hồ Chí Minh,NV_156,Nguyễn Nam,30,Nữ,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Xanh dương,22500000,YouTube,Trả góp,"Khung bảo vệ, Dán keo, Đăng ký xe, Bảo hiểm dân sự",500000,23800000
KHB-XM-000928,19/09/2025,CN Thanh Xuân,Hà Nội,NV_128,Trần Hạnh,41,Nam,Hà Nội,Yamaha,Yamaha Sirius FI,Xe số,Đỏ,21500000,TikTok,Thanh toán chuẩn,"Phủ nano, Dán keo",0,22400000
KHB-XM-000929,04/12/2025,CN Long Biên,Hà Nội,NV_152,Phạm Dũng,28,Nam,Hà Nội,Yamaha,Yamaha NVX 155,Tay ga,Xanh dương,55000000,TikTok,Thanh toán chuẩn,"Dán keo, Khung bảo vệ, Bảo hiểm dân sự, Phủ nano",0,56800000
KHB-XM-000930,15/09/2025,CN Hai Bà Trưng,Hà Nội,NV_119,Lê Linh,48,Nam,Hà Nội,Honda,Honda Winner X,Xe côn,Xanh dương,46000000,Facebook,Thanh toán chuẩn,"Phủ nano, Đăng ký xe, Bảo hiểm dân sự",0,47350000
KHB-XM-000931,09/10/2025,CN Long Biên,Hà Nội,NV_182,Phạm Khánh,52,Nữ,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Xanh dương,49500000,TikTok,Trả góp,"Đăng ký xe, Dán keo, Khung bảo vệ",0,50850000
KHB-XM-000932,01/09/2025,CN Quận 1,TP Hồ Chí Minh,NV_167,Trần Dũng,36,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Satria F150,Xe côn,Xám xi măng,53500000,Người quen giới thiệu,Thanh toán chuẩn,Dán keo,0,53950000
KHB-XM-000933,09/03/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_188,Vũ Chi,59,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Đỏ,21500000,Facebook,Thanh toán chuẩn,Đăng ký xe,0,21950000
KHB-XM-000934,28/10/2025,CN Quận 10,TP Hồ Chí Minh,NV_106,Vũ Hùng,19,Nam,TP Hồ Chí Minh,Honda,Honda Blade 110,Xe số,Đỏ,19500000,TikTok,Trả góp,Dán keo,500000,19450000
KHB-XM-000935,19/04/2025,CN Bình Tân,TP Hồ Chí Minh,NV_125,Nguyễn Dũng,53,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Jupiter Finn,Xe số,Đỏ,28000000,Website hệ thống,Trả góp,"Phủ nano, Khung bảo vệ, Bảo hiểm dân sự",500000,28850000
KHB-XM-000936,05/07/2025,CN Hai Bà Trưng,Hà Nội,NV_117,Nguyễn Quân,21,Nữ,Hà Nội,Honda,Honda Lead 125,Tay ga,Vàng,40000000,Website hệ thống,Trả góp,"Đăng ký xe, Bảo hiểm dân sự, Phủ nano, Khung bảo vệ",0,41800000
KHB-XM-000937,01/06/2025,CN Đống Đa,Hà Nội,NV_142,Phan Minh,49,Nam,Hà Nội,Honda,Honda Wave Alpha,Xe số,Đen,18500000,YouTube,Trả góp,Phủ nano,500000,18450000
KHB-XM-000938,24/04/2025,CN Cầu Giấy,Hà Nội,NV_178,Phạm Giang,56,Nam,Hà Nội,Yamaha,Yamaha Exciter 155,Xe côn,Xám xi măng,48500000,Website hệ thống,Trả góp,Khung bảo vệ,0,48950000
KHB-XM-000939,15/07/2025,CN Bình Tân,TP Hồ Chí Minh,NV_116,Phạm Chi,41,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Đỏ,46500000,Facebook,Thanh toán chuẩn,"Phủ nano, Khung bảo vệ, Đăng ký xe, Dán keo",0,48300000
KHB-XM-000940,09/08/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_140,Huỳnh An,31,Nam,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Xám xi măng,22500000,Website hệ thống,Thanh toán chuẩn,"Dán keo, Bảo hiểm dân sự, Phủ nano, Đăng ký xe",0,24300000
KHB-XM-000941,07/11/2025,CN Hai Bà Trưng,Hà Nội,NV_174,Phan Bình,21,Nam,Hà Nội,Yamaha,Yamaha Sirius FI,Xe số,Đỏ,21500000,Tự tìm kiếm,Trả góp,Bảo hiểm dân sự,0,21950000
KHB-XM-000942,23/05/2025,CN Liên Chiểu,Đà Nẵng,NV_178,Phạm Khánh,58,Nữ,Đà Nẵng,Yamaha,Yamaha Janus,Tay ga,Vàng,29500000,Website hệ thống,Trả góp,"Dán keo, Đăng ký xe, Khung bảo vệ",0,30850000
KHB-XM-000943,07/08/2025,CN Liên Chiểu,Đà Nẵng,NV_179,Hoàng Quân,45,Nữ,Đà Nẵng,Yamaha,Yamaha Sirius,Xe số,Đỏ,19000000,Người quen giới thiệu,Thanh toán chuẩn,"Dán keo, Bảo hiểm dân sự, Khung bảo vệ",0,20350000
KHB-XM-000944,14/05/2025,CN Long Biên,Hà Nội,NV_167,Hoàng Linh,57,Nữ,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Xanh dương,49500000,Website hệ thống,Thanh toán chuẩn,"Đăng ký xe, Phủ nano, Khung bảo vệ",0,50850000
KHB-XM-000945,04/07/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_148,Nguyễn Hùng,42,Nam,TP Hồ Chí Minh,Honda,Honda Vision,Tay ga,Đỏ,33000000,Website hệ thống,Thanh toán chuẩn,Đăng ký xe,0,33450000
KHB-XM-000946,18/09/2025,CN Tân Bình,TP Hồ Chí Minh,NV_165,Lê Hùng,33,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Raider R150,Xe côn,Đen,50500000,Facebook,Trả góp,"Đăng ký xe, Dán keo",0,51400000
KHB-XM-000947,22/01/2025,CN Hải Châu,Đà Nẵng,NV_119,Phạm Chi,27,Nữ,Đà Nẵng,Honda,Honda Future 125 FI,Xe số,Xám xi măng,31000000,Tự tìm kiếm,Thanh toán chuẩn,"Đăng ký xe, Dán keo, Phủ nano",500000,31850000
KHB-XM-000948,06/05/2025,CN Tân Bình,TP Hồ Chí Minh,NV_149,Phạm Giang,40,Nam,TP Hồ Chí Minh,Honda,Honda Blade 110,Xe số,Xanh dương,19500000,Website hệ thống,Thanh toán chuẩn,"Bảo hiểm dân sự, Khung bảo vệ",500000,19900000
KHB-XM-000949,19/02/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_107,Phạm Chi,48,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Burgman Street,Tay ga,Xám xi măng,49500000,Facebook,Thanh toán chuẩn,"Dán keo, Đăng ký xe",0,50400000
KHB-XM-000950,24/03/2025,CN Hoàn Kiếm,Hà Nội,NV_106,Nguyễn Khánh,39,Nam,Hà Nội,Honda,Honda Lead 125,Tay ga,Xám xi măng,40000000,YouTube,Trả góp,"Đăng ký xe, Phủ nano, Khung bảo vệ, Bảo hiểm dân sự",0,41800000
KHB-XM-000951,27/04/2025,CN Cầu Giấy,Hà Nội,NV_112,Vũ Hạnh,40,Nam,Hà Nội,Honda,Honda Wave RSX FI,Xe số,Xanh dương,22500000,Người quen giới thiệu,Trả góp,"Khung bảo vệ, Đăng ký xe",0,23400000
KHB-XM-000952,08/09/2025,CN Quận 1,TP Hồ Chí Minh,NV_180,Lê Khánh,55,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Satria F150,Xe côn,Đen,53500000,Tự tìm kiếm,Thanh toán chuẩn,"Bảo hiểm dân sự, Phủ nano, Đăng ký xe, Dán keo",0,55300000
KHB-XM-000953,25/12/2025,CN Bình Tân,TP Hồ Chí Minh,NV_148,Lê Hạnh,40,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Xanh dương,21500000,Website hệ thống,Thanh toán chuẩn,"Phủ nano, Khung bảo vệ",0,22400000
KHB-XM-000954,23/10/2025,CN Đống Đa,Hà Nội,NV_191,Phan Bình,55,Nam,Hà Nội,Yamaha,Yamaha Exciter 155,Xe côn,Đen,48500000,Facebook,Trả góp,"Dán keo, Phủ nano, Bảo hiểm dân sự",0,49850000
KHB-XM-000955,11/03/2025,CN Thanh Xuân,Hà Nội,NV_188,Hoàng Hùng,50,Nam,Hà Nội,Yamaha,Yamaha Janus,Tay ga,Đen,29500000,YouTube,Trả góp,Khung bảo vệ,0,29950000
KHB-XM-000956,30/04/2025,CN Quận 10,TP Hồ Chí Minh,NV_117,Nguyễn Nam,62,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Xám xi măng,29500000,Website hệ thống,Trả góp,"Đăng ký xe, Bảo hiểm dân sự, Khung bảo vệ",0,30850000
KHB-XM-000957,02/04/2025,CN Bình Tân,TP Hồ Chí Minh,NV_108,Hoàng Hùng,32,Nam,TP Hồ Chí Minh,Honda,Honda Winner X,Xe côn,Đen,46000000,Website hệ thống,Thanh toán chuẩn,"Dán keo, Đăng ký xe",0,46900000
KHB-XM-000958,14/07/2025,CN Bình Tân,TP Hồ Chí Minh,NV_155,Trần Nam,47,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Vàng,46500000,Người quen giới thiệu,Trả góp,Dán keo,0,46950000
KHB-XM-000959,30/04/2025,CN Đống Đa,Hà Nội,NV_193,Huỳnh Khánh,62,Nam,Hà Nội,Yamaha,Yamaha Sirius,Xe số,Đen,19000000,Facebook,Thanh toán chuẩn,"Dán keo, Đăng ký xe",0,19900000
KHB-XM-000960,29/06/2025,CN Quận 10,TP Hồ Chí Minh,NV_164,Vũ Quân,18,Nam,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Xanh dương,40000000,Tự tìm kiếm,Trả góp,"Bảo hiểm dân sự, Đăng ký xe",0,40900000
KHB-XM-000961,15/09/2025,CN Tân Bình,TP Hồ Chí Minh,NV_169,Vũ Minh,39,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Jupiter Finn,Xe số,Xanh dương,28000000,YouTube,Trả góp,Dán keo,0,28450000
KHB-XM-000962,02/03/2025,CN Cầu Giấy,Hà Nội,NV_121,Phan Khánh,29,Nam,Hà Nội,Honda,Honda Vision,Tay ga,Đen,33000000,Facebook,Thanh toán chuẩn,"Đăng ký xe, Dán keo",0,33900000
KHB-XM-000963,10/10/2025,CN Quận 10,TP Hồ Chí Minh,NV_184,Lê Chi,23,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Satria F150,Xe côn,Xanh dương,53500000,Tự tìm kiếm,Thanh toán chuẩn,"Dán keo, Phủ nano, Bảo hiểm dân sự",0,54850000
KHB-XM-000964,28/03/2025,CN Quận 1,TP Hồ Chí Minh,NV_184,Huỳnh Hạnh,49,Nam,TP Hồ Chí Minh,Honda,Honda Wave Alpha,Xe số,Đen,18500000,Facebook,Thanh toán chuẩn,"Đăng ký xe, Khung bảo vệ",0,19400000
KHB-XM-000965,07/09/2025,CN Đống Đa,Hà Nội,NV_136,Huỳnh Hạnh,33,Nam,Hà Nội,Suzuki,Suzuki Raider R150,Xe côn,Vàng,50500000,Website hệ thống,Thanh toán chuẩn,"Khung bảo vệ, Đăng ký xe",0,51400000
KHB-XM-000966,24/08/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_109,Lê Giang,39,Nữ,TP Hồ Chí Minh,Honda,Honda Future 125 FI,Xe số,Xám xi măng,31000000,Người quen giới thiệu,Trả góp,"Đăng ký xe, Phủ nano, Bảo hiểm dân sự, Khung bảo vệ",0,32800000
KHB-XM-000967,14/02/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_183,Phạm Chi,28,Nam,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Xám xi măng,40000000,Facebook,Thanh toán chuẩn,"Khung bảo vệ, Phủ nano, Dán keo",0,41350000
KHB-XM-000968,03/10/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_157,Nguyễn Bình,19,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Xanh dương,29500000,YouTube,Trả góp,"Bảo hiểm dân sự, Đăng ký xe, Dán keo",0,30850000
KHB-XM-000969,18/08/2025,CN Bình Tân,TP Hồ Chí Minh,NV_193,Huỳnh Chi,45,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Đen,29500000,Tự tìm kiếm,Thanh toán chuẩn,"Phủ nano, Bảo hiểm dân sự",0,30400000
KHB-XM-000970,25/10/2025,CN Thanh Khê,Đà Nẵng,NV_166,Huỳnh Chi,62,Nam,Đà Nẵng,Yamaha,Yamaha Sirius,Xe số,Trắng,19000000,YouTube,Trả góp,Đăng ký xe,500000,18950000
KHB-XM-000971,31/08/2025,CN Quận 1,TP Hồ Chí Minh,NV_151,Hoàng Linh,50,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Trắng,29500000,Người quen giới thiệu,Trả góp,"Đăng ký xe, Dán keo",0,30400000
KHB-XM-000972,13/12/2025,CN Thanh Xuân,Hà Nội,NV_154,Nguyễn Bình,51,Nữ,Hà Nội,Suzuki,Suzuki Raider R150,Xe côn,Đen,50500000,Người quen giới thiệu,Trả góp,"Đăng ký xe, Bảo hiểm dân sự, Khung bảo vệ, Phủ nano",0,52300000
KHB-XM-000973,17/06/2025,CN Long Biên,Hà Nội,NV_177,Phan Khánh,18,Nam,Hà Nội,Honda,Honda Lead 125,Tay ga,Xanh dương,40000000,YouTube,Trả góp,Khung bảo vệ,0,40450000
KHB-XM-000974,07/01/2025,CN Cầu Giấy,Hà Nội,NV_160,Nguyễn Minh,53,Nữ,Hà Nội,Yamaha,Yamaha Janus,Tay ga,Trắng,29500000,YouTube,Trả góp,Phủ nano,0,29950000
KHB-XM-000975,09/04/2025,CN Cầu Giấy,Hà Nội,NV_170,Phạm Chi,38,Nữ,Hà Nội,Honda,Honda SH 150i ABS,Tay ga,Vàng,110000000,Facebook,Thanh toán chuẩn,"Khung bảo vệ, Phủ nano, Bảo hiểm dân sự",0,111350000
KHB-XM-000976,22/06/2025,CN Hai Bà Trưng,Hà Nội,NV_132,Vũ Nam,45,Nữ,Hà Nội,Yamaha,Yamaha Sirius,Xe số,Vàng,19000000,Website hệ thống,Thanh toán chuẩn,"Bảo hiểm dân sự, Dán keo, Đăng ký xe",500000,19850000
KHB-XM-000977,08/01/2025,CN Quận 1,TP Hồ Chí Minh,NV_134,Phạm Linh,19,Nam,TP Hồ Chí Minh,Honda,Honda Air Blade 125,Tay ga,Đỏ,42500000,TikTok,Thanh toán chuẩn,Khung bảo vệ,0,42950000
KHB-XM-000978,25/03/2025,CN Cầu Giấy,Hà Nội,NV_179,Lê An,34,Nữ,Hà Nội,Honda,Honda SH 150i ABS,Tay ga,Đen,110000000,Người quen giới thiệu,Trả góp,"Đăng ký xe, Dán keo, Phủ nano, Khung bảo vệ",0,111800000
KHB-XM-000979,25/07/2025,CN Thanh Khê,Đà Nẵng,NV_191,Phạm Minh,52,Nam,Đà Nẵng,Honda,Honda Wave Alpha,Xe số,Vàng,18500000,TikTok,Trả góp,"Đăng ký xe, Phủ nano, Bảo hiểm dân sự",500000,19350000
KHB-XM-000980,19/03/2025,CN Thanh Khê,Đà Nẵng,NV_103,Vũ Nam,33,Nữ,Đà Nẵng,Yamaha,Yamaha Janus,Tay ga,Đen,29500000,TikTok,Trả góp,Đăng ký xe,0,29950000
KHB-XM-000981,27/06/2025,CN Liên Chiểu,Đà Nẵng,NV_169,Vũ Quân,51,Nam,Đà Nẵng,Honda,Honda SH 150i ABS,Tay ga,Đen,110000000,Facebook,Thanh toán chuẩn,"Đăng ký xe, Phủ nano, Khung bảo vệ, Dán keo",0,111800000
KHB-XM-000982,23/07/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_112,Phạm Linh,31,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Đen,29500000,TikTok,Trả góp,"Đăng ký xe, Khung bảo vệ",0,30400000
KHB-XM-000983,03/04/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_151,Vũ Chi,62,Nữ,TP Hồ Chí Minh,Honda,Honda Vision,Tay ga,Trắng,33000000,Facebook,Thanh toán chuẩn,"Phủ nano, Đăng ký xe",0,33900000
KHB-XM-000984,06/05/2025,CN Quận 10,TP Hồ Chí Minh,NV_131,Hoàng Dũng,62,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Trắng,46500000,Tự tìm kiếm,Trả góp,"Bảo hiểm dân sự, Khung bảo vệ, Dán keo",0,47850000
KHB-XM-000985,18/12/2025,CN Quận 10,TP Hồ Chí Minh,NV_141,Phan Linh,42,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Xanh dương,21500000,Tự tìm kiếm,Trả góp,Phủ nano,0,21950000
KHB-XM-000986,18/11/2025,CN Quận 10,TP Hồ Chí Minh,NV_116,Hoàng Hùng,65,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Raider R150,Xe côn,Xanh dương,50500000,Người quen giới thiệu,Thanh toán chuẩn,"Phủ nano, Đăng ký xe, Khung bảo vệ, Bảo hiểm dân sự",0,52300000
KHB-XM-000987,14/03/2025,CN Tân Bình,TP Hồ Chí Minh,NV_167,Hoàng Dũng,59,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Trắng,29500000,Người quen giới thiệu,Thanh toán chuẩn,Dán keo,0,29950000
KHB-XM-000988,02/12/2025,CN Hai Bà Trưng,Hà Nội,NV_190,Vũ Nam,32,Nam,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Vàng,28000000,YouTube,Trả góp,Dán keo,0,28450000
KHB-XM-000989,19/06/2025,CN Quận 1,TP Hồ Chí Minh,NV_179,Hoàng Quân,30,Nữ,TP Hồ Chí Minh,Honda,Honda Air Blade 125,Tay ga,Xanh dương,42500000,Facebook,Thanh toán chuẩn,"Khung bảo vệ, Phủ nano, Dán keo",0,43850000
KHB-XM-000990,27/04/2025,CN Long Biên,Hà Nội,NV_123,Huỳnh Giang,21,Nam,Hà Nội,Yamaha,Yamaha Janus,Tay ga,Đen,29500000,YouTube,Thanh toán chuẩn,"Đăng ký xe, Dán keo, Khung bảo vệ",0,30850000
KHB-XM-000991,30/01/2025,CN Quận 1,TP Hồ Chí Minh,NV_114,Phan Giang,61,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Satria F150,Xe côn,Đỏ,53500000,YouTube,Trả góp,"Đăng ký xe, Phủ nano",0,54400000
KHB-XM-000992,03/10/2025,CN Hoàn Kiếm,Hà Nội,NV_184,Nguyễn Hạnh,34,Nam,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Xanh dương,49500000,Website hệ thống,Trả góp,"Phủ nano, Dán keo, Đăng ký xe",0,50850000
KHB-XM-000993,07/10/2025,CN Long Biên,Hà Nội,NV_167,Hoàng Linh,50,Nam,Hà Nội,Honda,Honda Wave Alpha,Xe số,Xám xi măng,18500000,Website hệ thống,Trả góp,Phủ nano,0,18950000
KHB-XM-000994,09/04/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_178,Vũ Quân,54,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Đỏ,21500000,Website hệ thống,Trả góp,"Dán keo, Đăng ký xe, Bảo hiểm dân sự, Khung bảo vệ",0,23300000
KHB-XM-000995,15/09/2025,CN Đống Đa,Hà Nội,NV_165,Vũ Giang,41,Nam,Hà Nội,Honda,Honda Wave Alpha,Xe số,Xám xi măng,18500000,Website hệ thống,Thanh toán chuẩn,Khung bảo vệ,0,18950000
KHB-XM-000996,08/05/2025,CN Long Biên,Hà Nội,NV_193,Nguyễn Dũng,27,Nam,Hà Nội,Honda,Honda Future 125 FI,Xe số,Trắng,31000000,Website hệ thống,Trả góp,"Đăng ký xe, Bảo hiểm dân sự",0,31900000
KHB-XM-000997,25/08/2025,CN Long Biên,Hà Nội,NV_170,Trần Hạnh,30,Nam,Hà Nội,Honda,Honda Wave Alpha,Xe số,Vàng,18500000,Tự tìm kiếm,Trả góp,Dán keo,0,18950000
